Title,Company,Location,Experience,Post_Date,Today,Summary,Salary,Url,Portal
SAP PLM Professional,TRH Consultancy Services,"Hyderabad/Secunderabad, Mumbai, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru",5-10 Yrs,30+ Days Ago,08/09/2022,Qualification: Any GraduationShould also have strong understanding of Process Industry ...,Not disclosed,https://www.naukri.com/job-listings-sap-plm-professional-trh-consultancy-services-mumbai-hyderabad-secunderabad-pune-chennai-delhi-ncr-bangalore-bengaluru-5-to-10-years-280622912811,Naukri
SAP Analytics Cloud (SAC) Professional,TRH Consultancy Services,"Hyderabad/Secunderabad, Mumbai, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru",5-10 Yrs,30+ Days Ago,08/09/2022,Any GraduationTranslate requirement into functional and technical specifications for da...,Not disclosed,https://www.naukri.com/job-listings-sap-analytics-cloud-sac-professional-trh-consultancy-services-mumbai-hyderabad-secunderabad-pune-chennai-delhi-ncr-bangalore-bengaluru-5-to-10-years-280622912641,Naukri
Machine Learning/Devops(MLOPS) Engineer,TRH Consultancy Services,"Hyderabad/Secunderabad, Kolkata, Mumbai, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi NCR",6-10 Yrs,30+ Days Ago,08/09/2022,Minimum 6+ years of experience in AI / MLExperience in implementing machine learning li...,Not disclosed,https://www.naukri.com/job-listings-machine-learning-devops-mlops-engineer-trh-consultancy-services-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-coimbatore-bangalore-bengaluru-delhi-ncr-6-to-10-years-280622912381,Naukri
SAP ECC Material Master or  Customer Master,TRH Consultancy Services,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi",5-10 Yrs,30+ Days Ago,08/09/2022,1. Minimum 6 months experience with SAP ECC Material Master or Customer Master.2. 3+ ye...,Not disclosed,https://www.naukri.com/job-listings-sap-ecc-material-master-or-customer-master-trh-consultancy-services-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-5-to-10-years-280622912192,Naukri
Threat Intel Researcher,TRH Consultancy Services,"Hyderabad/Secunderabad, Kolkata, Mumbai, Nagpur, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi / NCR",7-12 Yrs,30+ Days Ago,08/09/2022,"• Product knowledge value added: Cyware, Anamoli, ZeroFox, Recorded Future, Threat inte...",Not disclosed,https://www.naukri.com/job-listings-threat-intel-researcher-trh-consultancy-services-kolkata-mumbai-nagpur-hyderabad-secunderabad-pune-chennai-coimbatore-bangalore-bengaluru-delhi-ncr-7-to-12-years-280622911854,Naukri
Machine Learning / Devops (MLOPS) Engineer,TRH Consultancy Services,"Hyderabad/Secunderabad, Kolkata, Mumbai, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi / NCR",7-12 Yrs,30+ Days Ago,08/09/2022,"• As a Senior ML Engineer, you will be a key stakeholder and owning responsibility in d...",Not disclosed,https://www.naukri.com/job-listings-machine-learning-devops-mlops-engineer-trh-consultancy-services-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-coimbatore-bangalore-bengaluru-delhi-ncr-7-to-12-years-280622911761,Naukri
Java Lead with Docker and AWS exp - Pan India,TSQUARE HR CONSULTING PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",8-13 Yrs,13 Days Ago,08/09/2022,8+ years of experience and candidate should have work experience in deploying java in A...,"30,00,000 - 35,00,000 PA.",https://www.naukri.com/job-listings-java-lead-with-docker-and-aws-exp-pan-india-tsquare-hr-consulting-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-8-to-13-years-260722010175,Naukri
Threat Hunting  Engineering,cliqhr.com,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",5-8 Yrs,30+ Days Ago,08/09/2022,? Threat Hunter to identify insider threats or outside attackers?and take appropriateHy...,Not disclosed,https://www.naukri.com/job-listings-threat-hunting-engineering-cliqhr-com-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-8-years-240622903815,Naukri
Teradata Developer,SP Staffing Services Private Limited,"Hyderabad/Secunderabad, Bhubaneswar, Bangalore/Bengaluru, Delhi / NCR",3-8 Yrs,30+ Days Ago,08/09/2022,"In-depth hands on experience in database, ETL / ELT design and development and should h...",Not disclosed,https://www.naukri.com/job-listings-teradata-developer-sp-staffing-services-private-limited-bhubaneswar-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-3-to-8-years-240622607713,Naukri
Teradata Developer,SP Staffing Services Private Limited,"Hyderabad/Secunderabad, Bhubaneswar, Bangalore/Bengaluru, Delhi / NCR",3-8 Yrs,30+ Days Ago,08/09/2022,"In-depth hands on experience in database, ETL / ELT design and development and should h...",Not disclosed,https://www.naukri.com/job-listings-teradata-developer-sp-staffing-services-private-limited-bhubaneswar-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-3-to-8-years-240622007711,Naukri
Product Owner - Corporate Governance Industry,Primo Hiring,"Hyderabad/Secunderabad, Kolkata, Mumbai, Visakhapatnam, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",1-2 Yrs,30+ Days Ago,08/09/2022,Team spirit and good communication abilities Hands-on experience managing all stages of...,Not disclosed,https://www.naukri.com/job-listings-product-owner-corporate-governance-industry-primo-hiring-kolkata-mumbai-visakhapatnam-vizag-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-1-to-2-years-210622905549,Naukri
Digital Analytics,Bytes To Bots Consultancy Services Private Limited,"Hyderabad/Secunderabad, Mumbai, Chandigarh, Pune, Chennai, Bangalore/Bengaluru",6-11 Yrs,30+ Days Ago,08/09/2022,Roles and Responsibilities HIRING FOR ECLERXEXP: 3 -12YRSLOCATION - PAN INDIAJD:Shift T...,Not disclosed,https://www.naukri.com/job-listings-digital-analytics-bytes-to-bots-consultancy-services-private-limited-mumbai-chandigarh-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-6-to-11-years-200622605272,Naukri
"GPU Power Management Architect
",Mulya Consulting,"Hyderabad/Secunderabad, Bangalore/Bengaluru",10-20 Yrs,20 Days Ago,08/09/2022,"Minimum skills and experience:Bachelors Degree in in Computer Science, Computer Enginee...",Not disclosed,https://www.naukri.com/job-listings-gpu-power-management-architect-mulya-consulting-hyderabad-secunderabad-bangalore-bengaluru-10-to-20-years-190722004713,Naukri
Discrete GPU SoC Power Architect,Mulya Consulting,"Hyderabad/Secunderabad, Bangalore/Bengaluru",10-20 Yrs,20 Days Ago,08/09/2022,"Bachelors Degree in in Computer Science, Computer Engineering, Electrical Engineering, ...",Not disclosed,https://www.naukri.com/job-listings-discrete-gpu-soc-power-architect-mulya-consulting-hyderabad-secunderabad-bangalore-bengaluru-10-to-20-years-190722004249,Naukri
Assistant Manager Electrical Maintenance,Sri Komal Consultancy Services,Hyderabad/Secunderabad,8-10 Yrs,24 Days Ago,08/09/2022,Person with around 9 years Exp in Electrical Maintenance dept. Qualification with B.E/B...,Not disclosed,https://www.naukri.com/job-listings-assistant-manager-electrical-maintenance-sri-komal-consultancy-services-hyderabad-secunderabad-8-to-10-years-150722007651,Naukri
Strategy Management Consultant - Corporate Governance Industry - IIM,Primo Hiring,"Hyderabad/Secunderabad, Kolkata, Mumbai, Lucknow, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",1-5 Yrs,30+ Days Ago,08/09/2022,Experience in project management Thorough knowledge of field of expertise and willingne...,Not disclosed,https://www.naukri.com/job-listings-strategy-management-consultant-corporate-governance-industry-iim-primo-hiring-kolkata-mumbai-hyderabad-secunderabad-lucknow-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-1-to-5-years-140622909995,Naukri
BA Risk SQL,cliqhr.com,"Hyderabad/Secunderabad, Mumbai, Pune, Chennai, Bangalore/Bengaluru, Mumbai/Pune/Bangalore/Hyderabad/Chennai",4-9 Yrs,30+ Days Ago,08/09/2022,Roles/Responsibilities:- Candidate will be required to interact with client Senior Mana...,Not disclosed,https://www.naukri.com/job-listings-ba-risk-sql-cliqhr-com-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-mumbai-pune-bangalore-hyderabad-chennai-4-to-9-years-140622906282,Naukri
Ledger Standard,cliqhr.com,"Hyderabad/Secunderabad, Mumbai, Pune, Chennai, Bangalore/Bengaluru",4-9 Yrs,30+ Days Ago,08/09/2022,Should have performed recon between reports from different systemsshould be ideal fit f...,Not disclosed,https://www.naukri.com/job-listings-ledger-standard-cliqhr-com-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-140622905852,Naukri
Lead/Architect - Python,Ally -eXecutive HR Consulting Partner,"Hyderabad/Secunderabad, Bangalore/Bengaluru",6-11 Yrs,30+ Days Ago,08/09/2022,Apply your experience to building custom data science solutions,Not disclosed,https://www.naukri.com/job-listings-lead-architect-python-ally-executive-hr-consulting-partner-hyderabad-secunderabad-bangalore-bengaluru-6-to-11-years-140622904631,Naukri
Retail Banking,cliqhr.com,"Hyderabad/Secunderabad, Mumbai, Pune, Chennai, Bangalore/Bengaluru",4-9 Yrs,30+ Days Ago,08/09/2022,Job Description• Strong functional experience in Retail/Corporate banking• Strong Data ...,Not disclosed,https://www.naukri.com/job-listings-retail-banking-cliqhr-com-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-140622904013,Naukri
Full Stack Developer - Python / ASP.Net,Landsky Engineers,Hyderabad/Secunderabad(Sainikpuri +1),2-4 Yrs,15 Days Ago,08/09/2022,Looking for Full Stack Developer with 2-4 yrs exp for ASP.Net / Python Basic concept OO...,"3,00,000 - 6,00,000 PA.",https://www.naukri.com/job-listings-full-stack-developer-python-asp-net-landsky-engineers-pvt-ltd-hyderabad-secunderabad-2-to-4-years-130722004204,Naukri
Digital Strategy and Research Consultant,B G CONSULTANTS PVT LTD,"Hyderabad/Secunderabad, Noida, Mumbai, Pune, Chennai, Bangalore/Bengaluru",10-16 Yrs,30+ Days Ago,08/09/2022,"MBA from tier 1 institute, consulting experience is must10+ years experience in Digital...",Not disclosed,https://www.naukri.com/job-listings-digital-strategy-and-research-consultant-b-g-consultants-pvt-ltd-noida-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-10-to-16-years-130622606361,Naukri
Pega Lead System Architect,SIGNITY CORPORATE SOLUTIONS PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",8-13 Yrs,28 Days Ago,08/09/2022,"Agile / scrum development methodology knowledge and experience Experience in defining, ...","25,00,000 - 40,00,000 PA.",https://www.naukri.com/job-listings-pega-lead-system-architect-signity-corporate-solutions-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-8-to-13-years-120722000466,Naukri
CPG Analytics Consultant,Ave Promagne,"Hyderabad/Secunderabad, Noida, Mumbai, Chandigarh, Pune, Gurgaon/Gurugram, Chennai, Coimbatore, Bangalore/Bengaluru",6-11 Yrs,28 Days Ago,08/09/2022,"Location:- Jaipur, Kota, Assam, manipur, Sikkim, Pondicherry, Mysure, Andra Pradesh, De...",Not disclosed,https://www.naukri.com/job-listings-cpg-analytics-consultant-ave-promagne-noida-mumbai-chandigarh-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-coimbatore-bangalore-bengaluru-6-to-11-years-110722909181,Naukri
Manager - Credit Risk Strategy - Risk Analytics,Huquo Consulting Pvt. Ltd,"Hyderabad/Secunderabad, Kolkata, Mumbai, Pune, Chennai, Bangalore/Bengaluru",2-7 Yrs,29 Days Ago,08/09/2022,Perform other related duties as required and assigned Excellent SQL or SAS skills: exte...,Not disclosed,https://www.naukri.com/job-listings-manager-credit-risk-strategy-risk-analytics-huquo-consulting-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-7-years-110722901352,Naukri
Asst Manager - Pipeline Analytics and Strategic Intelligence,Anlage Infotech (I) Pvt. Ltd.,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",6-10 Yrs,29 Days Ago,08/09/2022,"Any Graduate Degree and MBA (full time) Should be innovative, take initiative, and adap...","8,00,000 - 15,00,000 PA.",https://www.naukri.com/job-listings-asst-manager-pipeline-analytics-and-strategic-intelligence-anlage-infotech-i-pvt-ltd-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-6-to-10-years-100722000749,Naukri
Manager - Credit Risk Strategy - Risk Analytics,Huquo Consulting Pvt. Ltd,"Hyderabad/Secunderabad, Mumbai, New Delhi, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",4-9 Yrs,30+ Days Ago,08/09/2022,Perform other related duties as required and assigned Excellent SQL or SAS skills: exte...,Not disclosed,https://www.naukri.com/job-listings-manager-credit-risk-strategy-risk-analytics-huquo-consulting-pvt-ltd-mumbai-new-delhi-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-4-to-9-years-100622909701,Naukri
Teradata Developer,Orcapod Consulting Services Private Limited,"Hyderabad/Secunderabad, Chennai",4-7 Yrs,1 Day Ago,08/09/2022,Roles and Responsibilities Required Skills:Experience in Teradata database and Teradata...,Not disclosed,https://www.naukri.com/job-listings-teradata-developer-orcapod-consulting-services-private-limited-hyderabad-secunderabad-chennai-4-to-7-years-080822000755,Naukri
BA + Risk + SQL,cliqhr.com,"Hyderabad/Secunderabad, Mumbai, Chennai, Bangalore and Pune",6-11 Yrs,30+ Days Ago,08/09/2022,#NAME?,Not disclosed,https://www.naukri.com/job-listings-ba-risk-sql-cliqhr-com-mumbai-hyderabad-secunderabad-chennai-bangalore-and-pune-6-to-11-years-080722902197,Naukri
Machine Learning Manager - R/Python/Java,Career Maker,Hyderabad/Secunderabad,3-8 Yrs,1 Day Ago,08/09/2022,2+ years of experience managing technical teams 3+ years of experience managing technic...,Not disclosed,https://www.naukri.com/job-listings-machine-learning-manager-r-python-java-career-maker-hyderabad-secunderabad-3-to-8-years-070822901143,Naukri
Power BI Developer,4 Bell Technology,"Hyderabad/Secunderabad, Kolkata, Mumbai, Lucknow, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",8-13 Yrs,30+ Days Ago,08/09/2022,Experience required in implementing Power BI reports reading data from different data s...,Not disclosed,https://www.naukri.com/job-listings-power-bi-developer-4-bell-technology-kolkata-mumbai-hyderabad-secunderabad-lucknow-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-8-to-13-years-050722900123,Naukri
Manager  PEX  For Int Bpo,GRANDEUR RECRUITMENT CONSULTANTS,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",5-10 Yrs,13 Days Ago,08/09/2022,Must have relevant experience of managing Process Excellence & projects for Intl client...,"13,00,000 - 20,00,000 PA.",https://www.naukri.com/job-listings-manager-pex-for-int-bpo-grandeur-recruitment-consultants-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-040919003087,Naukri
Lead/Architect - Python,Ally -eXecutive HR Consulting Partner,"Hyderabad/Secunderabad, Bangalore/Bengaluru",6-11 Yrs,30+ Days Ago,08/09/2022,Apply your experience to building custom data science solutions,Not disclosed,https://www.naukri.com/job-listings-lead-architect-python-ally-executive-hr-consulting-partner-hyderabad-secunderabad-bangalore-bengaluru-6-to-11-years-010722902823,Naukri
Trifacta Developer,PEOPLE IMPACT,"Hyderabad/Secunderabad, Chennai",5-10 Yrs,11 Days Ago,08/09/2022,"Expertise in Requirement Gathering, converting requirements into Customer Journeys knit...",Not disclosed,https://www.naukri.com/job-listings-trifacta-developer-people-impact-hyderabad-secunderabad-chennai-5-to-10-years-280722006196,Naukri
MIS Executive- One Billion  MNC-Location- Hyderabad :3rd Party Payroll,SYSFOL Enterprises,Hyderabad/Secunderabad(Banjara hills),2-7 Yrs,20 Days Ago,08/09/2022,Qualification: Any Graduate Age: 22-35 Yrs Young Graduate with Excellent Command over A...,"3,50,000 - 5,00,000 PA.",https://www.naukri.com/job-listings-mis-executive-one-billion-mnc-location-hyderabad-3rd-party-payroll-sysfol-enterprises-hyderabad-secunderabad-2-to-7-years-120722006236,Naukri
eDiscovery Data Analyst,Law In Order,Hyderabad/Secunderabad,0-3 Yrs,1 Day Ago,08/09/2022,Expectations: The eDiscovery Data Analyst is expected to be fully committed to their jo...,Not disclosed,https://www.naukri.com/job-listings-ediscovery-data-analyst-law-in-order-hyderabad-secunderabad-0-to-3-years-080822500631,Naukri
Operational Risk Data Analyst,Invesco,Hyderabad/Secunderabad,2-7 Yrs,Today,08/09/2022,Operational Risk Data AnalystDepartment:EMEA Operational RiskReports To:Operational Ris...,Not disclosed,https://www.naukri.com/job-listings-operational-risk-data-analyst-invesco-india-pvt-ltd-hyderabad-secunderabad-2-to-7-years-090822900656,Naukri
Data Analyst,Tech Mahindra,"Hyderabad/Secunderabad, Kolkata, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",4-9 Yrs,4 Days Ago,08/09/2022,Database admin certification is good to have To setup database connection with various ...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-tech-mahindra-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-9-years-040822009614,Naukri
